symbol	alias
CNTN3	BIG-1
ZNF461	GIOT1
SRP9P1	SRP9L1
RNVU1-1	RNU1P10
CNTNAP2	CDFE
SPRR1B	CORNIFIN
WWOX	EIEE28
SYT16	SYT14L
ACE	DCP
RPL9P33	RPL9_13_1663
ZNHIT6	BCD1
CEP97	2810403B08Rik
CR1	CD35
ZSCAN12P1	ZNF187p1
PLA2G7	PAFAH
BRSK2	SADA
IGKV1OR2-6	IGKV1OR26
RPL17P2	RPL17_13_1376
DHDH	2DD
PTGES	PIG12
DEGS1	DEGS-1
SMYD5	NN8-4AG
EDN2	PPET2
P2RY4	P2Y4
AIRN	NCRNA00088
TWIST1	ACS3
TRS-TGA4-1	TRNAS3
NAT8B	Hcml2
ZP4	ZP1
CENPL	CENP-L
ANO6	TMEM16F
THOP1	MP78
CXCR4	LAP3
RNF17	TDRD4
UGT1A10	UGT1J
MIR485	MIRN485
BNIP2	NIP2
GUCY1A2	GUC1A2
NCOA6	AIB3
NOC4L	UTP19
SLC16A12	CRT2
KIF5A	SPG10
LINC01594	TCONS_l2_00015893
NYAP1	C7orf51
TMEM150B	DRAM3
M6PR	MPR-46
CTGF	HCS24
HIP1R	ILWEQ
TSPAN3	TM4SF8
IL21R	NILR
HDGFRP3	HDGF2
GFM2	MRRF2
TRIM77	TRIM77P
BLOC1S6	PA
WFS1	WFSL
LMBR1L	LIMR
MIR494	MIRN494
ZDHHC19	DHHC19
LINC00346	C13orf29
CHFR	RNF196
CSF2RB	IL5RB
RPS28P2	RPS28_1_163
SOX18	HLTS
TMEM173	STING
RASD2	TEM2
REEP5	D5S346
CNOT2	NOT2
MIR885	MIRN885
ARPP21	RCS
TMEM91	DSPC3
TINAGL1	LCN7
CCT6A	TCP20
TRA2B	PPP1R156
RPLP0	LP0
SLC35D1	UGTREL7
KLK4	EMSP1
TBX20	ASD4
HTR5A-AS1	HTR5AOS
ACVRL1	SKR3
GCFC2	GCF
PRRG3	PRGP3
TNFSF13B	BLYS
TRBVB	TCRBV34S1
NAA10	ARD1P
SUPT20H	SPT20
SLC39A12	ZIP-12
ANKH	MANK
MSX2	PFM1
FBXL21	FBL3B
TTTY20	NCRNA00145
SNORD116-22	HBII-85-22
TDRKH	TDRD2
FOXA3	HNF3G
ACSS2	ACSA
EIF3D	eIF3-p66
PTPN23	HD-PTP
COL17A1	BPA-2
NACC2	NAC-2
RNA5SP326	RN5S326
MORF4L2P1	MRG4
DEAF1	NUDR
NOG	SYM1
VTCN1	B7X
GREM2	DAND3
RAB5C	L1880
PET100	C19orf79
EFTUD2	Snrp116
HCCAT5	FJ222407
MKNK2	MNK2
RPS6KA2	pp90RSK3
SCD	FADS5
SLC23A3	SVCT3
LMF1-AS1	LA16c-366D3.1
UGT1A3	UGT1C
SSX3	CT5.3
SCUBE2	CEGB1
ARNTL	bHLHe5
RPS2P15	RPS2_3_202
ANP32A	I1PP2A
NDUFS4	CI-AQDQ
IGKV2D-38	O3
ZC3HAV1	PARP13
TAZ	BTHS
PLP1	SPG2
SPG11	ALS5
NUDT10	DIPP3a
CYCSP43	HCP43
STAT2	STAT113
RNA5SP510	RN5S510
HCAR3	HM74
DNAJB8	DJ6
RPL21P16	RPL21_38_1104
EPB41L3	4.1B
OR8L1P	OR11-115
NUDT9P1	C10orf98
MAVS	IPS1
MED31	Soh1
SKP1P2	p19B
KRT37	KRTHA7
THG1L	IHG-1
TRA-TGC8-1	TRNAA25
RPL9P4	RPL9_9_1348
APOBEC2	ARP1
DEPDC1B	BRCC3
SLC9A4	NHE4
SERPINE2	PNI
SRP68P3	SRPSMCR
GPS1	SGN1
SMPD4	NSMASE3
FOXG1-AS1	FOXG1-AS
HAPLN2	BRAL1
ICA1	ICAp69
GDPGP1	VTC2
STAC	STAC1
HFE	HFE1
RPS20P30	RPS20_14_1295
KIAA0319	NMIG
HIP1	ILWEQ
TRNT1	RPEM
SLAMF6	NTBA
SLC35G4	SLC35G4P
ASS1P2	ASSP2
HMGB1	HMG1
OLFML3	OLF44
SRA1	STRAA1
CSTL1	RCET11
TRQ-TTG10-1	TRNAQ5
ARID4B	BCAA
OTUB1	HSPC263
PLK3	PRK
ZNRD1	HTEX6
PLXNB3	PLEXB3
APLNR	AGTRL1
SNX29P1	RUNDC2L
ZDHHC12	ZNF400
RPL9P30	RPL9_11_1536
CLSTN3	alcbeta
TRAPPC4	CGI-104
NTF4	NT-4/5
FAM220A	ACPIN1
LMF1	HMFN1876
RPL6P2	RPL6_1_93
TBC1D24	TLDC6
DUP3Q29	MICRODUP3Q29
KCNA1	MBK1
CNIH4	HSPC163
TREM2	Trem2b
IL36RN	IL1HY1
ZC4H2	WRWF
AFF2	FRAXE
CHST11	C4ST-1
RPL21P49	RPL21_18_504
TNFSF18	GITRL
PPP6R3	PP6R3
MAD2L2	REV7
TAS2R50	T2R51
RNA5SP367	RN5S367
LIN7C	LIN-7C
VSIR	B7H5
TSSK3	SPOGA3
LINC00314	C21orf94
CLCN7	OPTA2
TRV-CAC10-1	TRNAV38
CCL4L1	SCYA4L
MIR548M	MIRN548M
MRPL33	RPL33L
EPGN	EPG
TYMS	HST422
SNX6	MSTP010
ARHGDIA	HEL-S-47e
ADIPQTL2	CAQ5
STRA6	MCOPCB8
RBP5	CRBP-III
ZNF8	Zfp128
VWA7	C6orf27
C1RL-AS1	MATL2963
DEFT1P	DEFT1
IDO1	IDO-1
EXOC3L2	XTP7
ITPK1-AS1	NCRNA00203
IGLVIV-64	V4-8P
MYH1	MyHC-2X/D
HSPE1	GROES
PCDHG@	PCDH2
OR4X2	OR11-105
LCK	YT16
DOK2	p56DOK
CELF4	BRUNOL4
PIEZO2	MWKS
MIAT	LINC00066
ANPEP	P150
MAPK8IP3	JIP3
SIK1	SNF1LK
PWWP2B	bA432J24.1
TSPAN33	PEN
TRL-AAG4-1	TRNAL12
IBSP	BNSP
GDPD5	GDE2
SNORD20	RNU20
IL6R	CD126
C4BPAP2	C4BPAL2
HSPA4	HS24/P52
SIGLEC27P	SIGLECP11
SSXP4	psiSSX4
OR2I1P	OR2I5P
C1QL1	CRF
SIVA1	Siva-1
FAM13B	N61
IGFBP1	IBP1
OFD1P5Y	OFD1PY5
TSHR	LGR3
XYLT1	PXYLT1
GTF2H3	TFB4
MPI	PMI
RETN	ADSF
VAMP7	SYBL1
SNRNP35	U1SNRNPBP
FBXO44	FBG3
CPLX3	CPXIII
DCC	CRC18
ITGA3	VL3A
PRPH2	AOFMD
OR4K14	OR14-18
ZRSR1	U2AF1L1
PPP6C	PP6
MIR194-1	MIRN194-1
ICOSLG	CD275
RXRG	RXRC
TXLNG	LSR5
CARD14	CARMA2
ZNF160	F11
SRSF10	TASR2
DNAH12	DNAHC3
CXXC1	PHF18
RNA5SP403	RN5S403
TMEM150A	TM6P1
FAM160A2	C11orf56
PHB2	BAP
KNSTRN	SKAP
MERTK	MER
SERPINA2	SERPINA2P
RPL36A	L36A
RBM12B-AS1	PRO1905
UBE2N	UBC13
DAD1	OST2
CRISP2	CT36
GALE	SDR1E1
PLAC8	onzin
MRAP	B27
ATP5G1P1	ATP5GP3
ZFP36L2	ERF-2
ZNF395	HDBP2
PHF7	HSPC226
TUBB	TUBB5
USP4	Unph
GALNT18	GALNACT18
RPL21P98	RPL21_47_1259
HEXA-AS1	C15orf34
SULF1	SULF-1
CD164	DFNA66
CD93	MXRA4
NUDT21	CPSF5
NMTRS-TGA1-1	TRNAS8
EED	WAIT1
FOXD4L3	FOXD6
OR1E1	OR13-66
PDILT	PDIA7
SNORD115-35	HBII-52-35
GP1BB	GPIbbeta
OPA1	NTG
RUFY3	RIPX
CD6	TP120
DCTN6	WS-3
PDE7A	HCP1
RPS27P26	RPS27_12_1494
AKR1C4	3-alpha-HSD
MIR6767	hsa-mir-6767
KRT6A	KRT6C
MIR124-3	MIRN124A3
ATP6V1G2	ATP6G
IQCB1	SLSN5
PPP1R21	KLRAQ1
BCAP31	DXS1357E
MIR516B1	MIRN516B-1
PERP	PIGPC1
ATP6V1B1	VATB
BRDT	CT9
ANGEL1	Ccr4e
ACP6	ACPL1
RPL21P52	RPL21_16_474
KCNB1	Kv2.1
RPSAP17	RPSA_3_103
USP27X	USP22L
DYNC2H1	DHC1b
XIC	XCE
CPSF4	NEB1
MIR412	mir-412
DIP2A	C21orf106
OR2J3	OR6-6
PRSS21	TEST1
SPINT5P	dJ447F3.6
BCL10	CIPER
PKNOX1	pkonx1c
SHCBP1	PAL
OR7A2P	OR7A2
NT5C1B	CN1B
AKAP1	D-AKAP1
PLEKHA3P1	PLEKHA3P
CTSB	APPS
RPL7AP47	RPL7A_13_964
MUC3B	MUC3A
CDK20	CCRK
IL17A	CTLA8
CSF1R	FIM2
KIF5C	NKHC-2
ETFDH	MADD
UMOD	MCKD2
RUVBL2	CGI-46
TUG1	TI-227H
WDR77	Nbla10071
RPL21P17	RPL21_9_342
IGKV3D-7	L25
SMAD1	MADR1
TRBV5-3	TCRBV5S5P
NEUROG2	NGN2
TP53RK	BUD32
RHOV	ARHV
TRG	TCRG
WFDC2	EDDM4
TST	RDS
PPP1R2P1	PPP1R2P
CCL4	MIP1B1
RHOJ	ARHJ
MIF	GLIF
TUB	RDOB
RPL41P5	RPL41L
MIR8076	hsa-mir-8076
NFKBIL1	NFKBIL
RAN	ARA24
TXNDC12	AGR1
ALKBH3	DEPC-1
GATA1	XLANP
KRT23	CK23
DAG1	MDDGA9
PTPRN	IA-2/PTP
KRT7	CK7
NIPSNAP3B	SNAP1
KRTAP9-8	KRTAP9.8
MIR1302-2	hsa-mir-1302-2
LINC00467	C1orf97
MELK	HPK38
OSBPL11	TCCCIA00292
ANKLE1	LEMD6
FLNC	MPD4
ARL6IP4	SRrp37
ZMYM3	MYM
THY1	CD90
GRIA4	GLURD
F5	FVL
RNU6-61P	RNU6-61
NR5A2	FTZ-F1
CCL3L3	D17S1718
GPR85	SREB2
SEPHS1P1	SEPHS1P
OR7E21P	OR7E49P
SLIT3	MEGF5
IGHV5-51	VH
SREBF1	SREBP1
STAG1	SCC3A
XAF1	XIAPAF1
MIR6880	hsa-mir-6880
GSDMB	GSDML
NF1P4	NF1L6
NSMCE3	NDNL2
CCL24	SCYA24
GCNT1	C2GNT-L
HCG26	NCRNA00191
OPN1SW	CBT
RNF39	HZFW
RXFP1	RXFPR1
RPL3P3	RPL3_2_1372
FANCG	FAG
FUT6	FT1A
ADGRG1	GPR56
CD2BP2	LIN1
DNASE2	DNASE2A
KIAA1147	PRO2561
CERS2	LASS2
POLDIP3	PDIP46
HHIPL1	KIAA1822
MRM2	FJH1
HOXD8	HOX4
EEF2KMT	SB153
C11orf96	AG2
ND2	MTND2
MPDU1	PP3958
RNA5SP135	RN5S135
TPMT	TPMTD
KRTAP10-1	KAP18-1
PPM1D	PP2C-DELTA
SS18	SYT
OR3A4P	OR3A5P
GSTK1	hGSTK1
MAPK8IP1P1	MAPK8IPP
DUS2	URLC8
RNPC3	RNP
KLHL12	C3IP1
ETFA	GA2
LAMTOR2	MAPBPIP
TTN	MYLK5
NEURL1B	NEURL3
LINC00587	bA785H23.1
ABL1	v-abl
CDAN1	DLT
TACR3	NK-3R
TCF15	bHLHa40
KLK4	PRSS17
SLC39A6	ZIP6
BRAFP1	BRAFPS2
LINC01192	CT64
LMO7	LOMP
RNA5SP502	RN5S502
SMAD6	HsT17432
TM7SF2	NET47
EXOSC4	RRP41A
RNF8	hRNF8
DNAJC1	MTJ1
CNR1	CB1K5
YAP1	YAP2
RNA5SP96	RN5S96
UFSP1	UFSP
MIR6745	hsa-mir-6745
FAUP2	RPS30_1_440
CDO1	CDO-I
EIF2B4	EIF2Bdelta
SLC12A6	KCC3
INF2	FSGS5
RCAN2	ZAKI4
MIR622	hsa-mir-622
ANGPTL8	RIFL
ATP13A2	KRPPD
IGHVII-44-2	4-44.2P
IL22	TIFa
APOO	MIC26
TCF7L1	TCF-3
RPL18P4	RPL18_1_838
PTEN	MHAM
MELTF	MTF1
HIST1H4PS1	dJ97D16.3
RNU7-61P	U7.61
TRIB1	SKIP1
MIR320B1	MIR320B-1
TRK-CTT12-1	TRNAK36P
MIR1275	mir-1275
SCN5A	ICCD
EYA1	BOS1
SNAP47	ESFI5812
HSPA6	HSP70B'
ZNF322	ZNF489
MIR3187	mir-3187
PIGU	GAB1
BTRC	FBXW1A
TAOK1	KFC-B
LINC00673	LUCAIR1
SCP2	NLTP
MIR5088	mir-5088
MIR548H3	hsa-mir-548h-3
CTSLP6	CTSLL6
TMSB4X	PTMB4
MIR6875	hsa-mir-6875
VIPAS39	SPE-39
YBX1	MDR-NF1
CHM	TCD
HCK	JTK9
LIPG	PRO719
EMILIN1	gp115
ADAR	DSH
DPYD	DHP
RNU6-14P	RNU6-14
SPOPL	BTBD33
MAGED2	BCG1
HSCB	JAC1
KCMF1	DEBT91
RPL23AP16	RPL23A_4_145
SNRNP48	dJ512B11.2
TMEM173	hMITA
BICC1	BICC
ILF3	MPHOSPH4
HSPA5	BIP
IL1R2	IL-1RT2
CEP120	CCDC100
LINC00515	C21orf71
SLC14A2	hUT-A6
CCRL2	ACKR5
CERS1	LAG1
KIF1C	SAX2
PGLYRP4	PGLYRPIbeta
ARHGDIA	RHOGDI-1
CDKN1C	p57Kip2
MEG3	LINC00023
MGAT5	GNT-V
PRUNE2	BMCC1
REEP5	TB2
MLXIPL	MLX
GLIPR1	CRISP7
TRV-CAC1-3	TRNAV9
EBF3	EBF-3
L3MBTL4	HsT1031
ZFC3H1	CCDC131
RSPH14	RTDR1
BIRC3	MIHC
TSSC1	EIPR1
ZNF354A	KID-1
RBMXL2	HNRNPG-T
NXF2	TAPL-2
SCYL1	TRAP
CRLF2	CRLF2Y
SDHAF4	Sdh8
IGHD5OR15-5B	IGHD5OR155B
SERPINI2	MEPI
TEAD1	AA
RPSA	LAMBR
LBR	LMN2R
RYK	D3S3195
ANKRD33	PANKY
DISC2	DISC1-AS1
ERCC4	FANCQ
SLC19A1	RFC1
TRBD1	TCRBD1
ANOS2P	ADMLY
IGLL1	IGLJ14.1
MCOR	C13DELq32
PTPN22	PTPN8
RPL21P62	RPL21_23_656
EEF1B2P2	BETA-3
MED19	DT2P1G7
OR10G7	OR11-283
RPL27AP2	RPL27A_1_106
MIR1909	hsa-mir-1909
MIR6511A3	MIR6511A-3
MPDU1	SL15
ABCA7	ABCA-SSN
IL36RN	IL1L1
CSDE1	UNR
SNORD46	U46
NEMF	SDCCAG1
ITIH1	H1P
PRDX5	ACR1
CLIC4	huH1
B3GALT5-AS1	C21orf88
TMEM170A	TMEM170
KRT26	KRT25B
MTOR	RAFT1
PEX13	PBD11B
CCL16	SCYL4
CLIC4	p64H1
TAS2R62P	TAS2R62
PADI2	PAD2
AMYP1	AMY2P
RNA5SP235	RN5S235
DEFA1A3	DEFA1
PEX5	RCDP5
RPSA	LRP
NES	Nbla00170
KITLG	DFNA69
ERCC4	XFEPS
CDC14C	CDC14Bretro
MAU2	KIAA0892
NUPR1	COM1
ZGLP1	GLP1
FAM197Y1	FAM197Y1P
MIR524	MIRN524
VWFP1	F8VWFP
USP6	TRE17
MPPE1P1	MPPE1P
HPGD	15-PGDH
RPN2	RPN-II
ITPA	dJ794I6.3
TRMT10C	HNYA
KIF2A	CDCBM3
GPD1	GPDH-C
RBM14	TMEM137
EDAR	HRM1
UBQLN2	DSK2
MAPK11	P38BETA2
UHRF2	RNF107
PTPN2	TC-PTP
ZNF18	Zfp535
EPHA3	ETK
CBR1	SDR21C1
ACKR4	CCBP2
MIR18A	miR-18
OR2AG1	OR11-79
ADAMTS5	ADAMTS11
CCR8	CY6
FAM136BP	C6orf87
CELA1	ELA1
AMPD1	MAD
OR13C4	OR2K1
HSPH1	HSP105B
ENTPD1	ATPDase
C1GALT1C1	MST143
BORCS5	LOH12CR1
CXCL2	MIP-2a
TCIRG1	Stv1
KNL1	D40
GPAT4	LPAAT-zeta
MIR127	MIRN127
SNORD3D	U3-4
MCOLN1	MG-2
MIR552	MIRN552
HSD17B1P1	EDHB17
SPATA31B1P	FAM75B
NUMB	c14_5527
ERO1A	ERO1-alpha
GTF2H5	TFB5
FAM208B	bA318E3.2
GPR174	FKSG79
POLR2M	Gdown1
TNFRSF14	CD270
IL1R2	IL-1R-2
KIAA0753	MNR
GATC	15E1.2
RPS10P24	RPS10_9_1493
RPL36P12	RPL36_4_831
INIP	MISE
CACNA1A	APCA
DSCR3	DSCRA
PTGER3	EP3
IGHMBP2	SMARD1
ATP5S	FB
REPS1	RALBP1
ABCA2	ABC2
SPAG9	HLC4
LUC7L3	CREAP-1
DMXL2	RC3
AKAP10	D-AKAP-2
RPS27AP2	RPS27A_7_1686
SNORD115-12	HBII-52-12
LUC7L	LUC7B1
ZNF462	Zfp462
WDR34	FAP133
TRIM49D2	TRIM49L
KRTAP22-1	KAP22.1
NXPH1	NPH1
CDH19	CDH7
ATP13A1	CGI-152
DSTYK	RIPK5
TNFRSF10C	DCR1
PHAX	RNUXA
FRMPD2	PDZD5C
NAA25	C12orf30
WDR90	C16orf15
CENPV	3110013H01Rik
SPATA31C1	FAM75C1
CUL5	VACM1
MIR509-1	hsa-mir-509
CHRAC1	CHRAC-15
OR4S2	OST725
MRPS2	S2mt
RAET1E	RAET1E2
MECP2	MRXS13
OR7E53P	OR3-142
RPL31P40	RPL31_12_911
FAM187B	TMEM162
IGLC2	IGLC
RPS20P14	RPS20_6_446
ZNF354A	HKL1
FAM127A	MAR8C
LINC00526	C18orf18
ZNF630	dJ54B20.2
RPS19P2	RPS19_1_86
PTGR2	PGR2
POTEG	A26C2
MIR3659	mir-3659
AKR1B10	ARL1
ATAD5	C17orf41
TCP1	CCT1
TRAV1-1	TRAV11
DEL6Q11Q14	C6DELq11q14
PIWIL2	mili
AMDHD2	CGI-14
C18orf12	HsT2508
WRB	GET1
POGLUT1	MDS010
RBM14	PSP2
SLC45A3	IPCA-6
MSMO1	MCCPD
CECR1	SNEDS
LRP5	LRP-5
CNPY3	CAG4A
SLC2A1	HTLVR
WDR61	SKI8
CFAP57	WDR65
KDM4B	JMJD2B
YLPM1	ZAP3
RPS26P19	RPS26_6_273
ZNF257	BMZF4
CHD5	CHD-5
RC3H1	RNF198
ADGRF5P1	GPR116P1
CSF2	GMCSF
SOX4	EVI16
IQCH	NYDSP5
PRDM16	CMD1LL
NOS1	nNOS
LINC01089	LIMT
SLC22A18AS	SLC22A1LS
TRDMT1	MHSAIIP
OR5M11	OR11-199
RNA5SP503	RN5S503
LARP6	ACHN
OR7E26P	OR912-46
NAA38	LSMD1
OR2R1P	OR2R1
COX16	C14orf112
TMEM158	BBP
ZBTB12BP	ZBTB12P1
FBXO46	FBXO34L
RMDN3	RMD3
HSCR6	HSCRS2
PTPN7	LC-PTP
CES2	CES2A1
CES1	ACAT
PSG7	PSGGA
KCNK6	TOSS
EVI2B	CD361
LGALS3BP	gp90
GADL1	HuADC
SRSF2	PR264
MIR1264	MIRN1264
GOLGA8N	GOLGA8R
TNDM	TNDM1
MIR6858	hsa-mir-6858
GPR50	Mel1c
ZNF546	ZNF49
NR2F2	COUPTFII
IGF2BP3	IMP-3
RIMKLB	NAAGS
ZNF469	BCS
PWAR1	D15S227E
SNORD12	MIRN1259
BHLHE40	STRA13
MRPL36	L36mt
DNAJB1	RSPH16B
HELT	Mgn
TRMT5	KIAA1393
SPSB4	SSB4
BPIFB9P	dJ1187J4.3
IGHVIII-5-2	3-05.2P
TRE-TTC2-2	TRNAE11
KRTAP3-2	KAP3.2
SNAR-H	snaR-2
HBFQTL2	HPFH
ICMT	MSTP098
MRPS7	bMRP27a
RPL29P1	RPL29_5_654
TSTD2	C9orf97
RPS5P8	RPS5_5_1762
TBP	TFIID
SLC25A19	DNC
APTX	FHA-HIT
RASL12	RIS
RDM1	RAD52B
MMP23A	MMP21
IFT172	RP71
LINC01590	dJ102H19.4
SENP8	DEN1
CHRNA4	NACRA4
FAM129C	BCNP1
STARD3	MLN64
SET	TAF-IBETA
GNAS	GPSA
ZNF708	ZNF15
CYC1	MC3DN6
RAD17P2	HRAD17P2
BCL2L11	BIM
CYP3A5	CYPIIIA5
INO80B	ZNHIT4
SNORD96A	U96A
TLR9	CD289
OR4H6P	OR4H2
TRBV7-1	TCRBV7S1
TRK-TTT8-1	TRNAK11
NCF4	NCF
KCNH1	hEAG1
GAPDHP72	GAPDL18
ZNF426	K-RBP
CCR10	GPR2
TSPAN4	TSPAN-4
TSPAN7	TALLA-1
CCDC78	JFP10
IGLV1-62	V1-23P
ABHD14B	CIB
UBE2R2	UBC3B
UBE4B	UFD2
DEPTOR	DEP.6
FAM197Y2	FAM197Y2P
CYLD	BRSS
RYR1	CCO
CX3CL1	CXC3
NAA40	PATT1
KIR3DL3	KIR3DL7
TEK	VMCM
SLC24A4	SLC24A2
OTUB1	OTU1
HCG26	bPG181B23.4
PCBP3	ALPHA-CP3
RPL8P1	dJ15D7.1
PHTF1	PHTF
UBXN11	COA-1
MRI1	MRDI
TFG	TRKT3
SPATA2	PPP1R145
HCG27	bPG299F13.9
GRN	GEP
SOX13	ICA12
TRRAP	STAF40
VARS2	VARSL
TOPORS	P53BP3
AKT1	CWS6
MSX2	CRS2
CDH15	CDH3
WIZ	ZNF803
FARP1	FARP1-IT1
TRD-GTC2-4	TRNAD6
HELLPAR	lncHELLP
MIR199A1	MIR-199-s
EHD1	PAST1
KLK2	hK2
CHN2	CHN2-3
LINC00476	NAG11
SERPINF2	PLI
MRM3	RMTL1
TRERNA1	treRNA
IL10RB-AS1	IFNAR2-AS1
LILRB5	CD85C
RNU6-930P	RNU6-1173P
IGKV5-2	IGKV52
BMS1P6	BMS1LP2
KRT18P4	dJ963K23.1
KCNK10	TREK-2
BCL2L2	BCL2-L-2
ND4	MTND4
RIMKLA	FAM80A
SNORD83A	RNU83A
PSMA7	XAPC7
SIK1	SIK
XYLT1	DBQD2
RPL21P126	RPL21_59_1605
MIR4706	mir-4706
RNA5SP212	RN5S212
MIR802	MIRN802
RBX1	ROC1
BTNL10	BUTR1
ZNF597	HIT-4
FOXF1	FKHL5
SSBP1	Mt-SSB
ODF3L2	C19orf19
REG3G	PAPIB
TRAV16	TCRAV16S1
WDFY3-AS2	NCRNA00247
MIR15A	mir-15a
LRRC26	CAPC
SDHAP3	SDHAL
PTRH2	BIT1
HSP90AA1	HEL-S-65p
RGS4	RGP4
RABGEF1	RABEX5
PI3	WFDC14
RMND5A	p44CTLH
PLK5	PLK5P
ATG4C	AUTL1
ASLP1	ASLL
UBE2N	HEL-S-71
RPL11	GIG34
KRTAP9-11P	KRTAP9P1
RGPD1	RanBP2L2
POLR3D	BN51T
TNFSF4	OX4OL
SPANXN3	CT11.8
RPL7AP9	rpL7a
HADH	MSCHAD
LTF	HLF2
FAF2	UBXN3B
TSIX	XIST-AS
HAND2-AS1	UPH
BRS3	BB3
FABP5P13	FABP5L13
KIF5A	D12S1889
ZSWIM7	SWS1
MT1L	MTF
USP25	USP21
SLC44A3	CTL3
CYCSP41	CYC1LP4
SNRPE	Sm-E
DAGLA	DAGL(ALPHA)
PCDHA4	CNRN1
MIR767	MIRN767
VIP	PHM27
CDC42BPA	PK428
UBE2E3	UBCH9
TUBGCP6	GCP6
HIST1H2AG	H2AFP
RET	RET-ELE1
NARS2	SLM5
PRICKLE3	LMO6
TRQ-CTG3-2	TRNAQ13
CLCA2	CLCRG2
TRIM39-RPP21	TRIM39R
CKB	HEL-211
ATP2B3	CFAP39
PHGDH	3-PGDH
EDNRA	ETA-R
SAMM50	CGI-51
FDPSP7	FDPSL2B
GNB3	CSNB1H
TMEM9B	C11orf15
MIR325	hsa-mir-325
KRTAP10-9	KRTAP18-9
KLRG1	CLEC15A
PER1	hPER
KHDRBS1	Sam68
OR2J2	OR6-8
TEX13B	TSGA5
MIR484	mir-484
LMAN2	C5orf8
THSD4	FVSY9334
KIR3DL2	CD158K
DDX47	HQ0256
MRPS28	MRP-S35
AGAP2	GGAP2
DHRS3	RDH17
SLC10A3	DXS253E
AKAP8	AKAP95
COX6A2	COXVIAH
TRIM45	RNF99
B9D2	ICIS-1
PGLYRP1	PGLYRP
FGD1	ZFYVE3
CHP1	p24
TRGV6	V1S5P
TNFSF13	TRDL-1
AGBL5	CCP5
NOTCH4	INT3
SCGB3A1	UGRP2
ZSCAN5C	ZNF495C
MIR6716	hsa-mir-6716
IFITM10	DSPA3
MIR548L	hsa-mir-548l
NRK	NESK
USP9Y	SPGFY2
MED24	THRAP4
STAG3L5P-PVRIG2P-PILRB	LOC101735302-LOC101752334-PILRB
PRDX1P1	TDPX2
CD276	B7H3
IHG1	IHG
TRAPPC10	TRS30
PIGL	CHIME
STEAP3	AHMIO2
EGR2	KROX20
NPFFR2	HLWAR77
PPP1R26P2	KIAA0649P2
ACACB	HACC275
CRTC1	TORC-1
RNA5SP311	RN5S311
TBX18	CAKUT2
APOC2	APO-CII
MED10	L6
EPB41L5	YRT
CTAGE6	CTAGE6P
CSPG4P3Y	CSPG4P6Y
NR4A1	N10
RBBP5	RBQ3
CASC9	LINC00981
PCNT	SCKL4
TMEM131	PRO1048
TRG-GCC1-5	TRNAG27
ACSS1	ACAS2L
MIR1302-2	MIRN1302-2
MIR1244-1	hsa-mir-1244-1
TNFAIP3	OTUD7C
DIAPH3	DRF3
RPS4X	SCR10
OR2J2	hs6M1-6
ABCB7	Atm1p
KCNH2	SQT1
SFTPA1	PSAP
SLC44A2	PP1292
CCL18	AMAC-1
NBEAL1	ALS2CR17
ACKR1	CCBP1
DDX54	DP97
OR7E38P	OR7E76
HEG1	MST112
TAP2	APT2
ITPK1	ITRPK1
MRM2	FTSJ2
MAP3K20	MLK7
KRTAP5-2	KRTAP5.2
CEACAM8	NCA-95
FAM50A	HXC-26
PGAP2	CWH43-N
SLC52A2	RFVT2
TRIM47	RNF100
BID	FP497
ADAMTS13	ADAMTS-13
DAW1	ODA16
SNTB1	SNT2
MIR106A	mir-106a
DNM1P29	DNM1DN3-2
ZBTB21	ZNF295
SSRP1	FACT
CHM	REP-1
NELFE	D6S45
EFNB1	EFB1
CD63	MLA1
DGCR14	DGSI
NUMBL	NUMBLIKE
MIR4748	mir-4748
LAMP3	LAMP
TRBV10-3	TCRBV12S1A1N2
PDP2	PPM2C2
RNU6-771P	RNU6-1185P
FAM50A	DXS9928E
SOST	SOST1
STRBP	p74
CRYAB	CTRCT16
MIR183	MIRN183
PLA2R1	PLA2-R
TMX1	TMX
TAS2R18P	T2R18
SNORD97	U97
RPS26P34	RPS26_9_922
TRBV12-2	TCRBV12S2
DHRS7	retDSR4
LY6H	NMLY6
CIITA	CIITAIV
SPAM1	SPAG15
ACSL1	FACL1
OR51E1	GPR164
WNT10A	OODD
TTLL1	C22orf7
PTENP1	PTH2
SNORA7B	ACA7B
MPZ	CMT4E
TERC	TRC3
RPL31P10	RPL31_15_1198
DPAGT1	ALG7
RD3	LCA12
SCGB1D5P	SCGB1D1P1
ATP6V1G2	NG38
LRRC6	TSLRP
MMP12	HME
CDH15	CDHM
FOXD3	AIS1
TTBK1	BDTK
ITGB3	CD61
RAB2A	LHX
XIAP	hIAP-3
MYLK2	skMLCK
ABCC11	MRP8
PPDPF	dJ697K14.9
LINC00629	LINC00629A
ZNF280A	3'OY11.1
SLC6A13	GAT-2
RET	MEN2A
RNF180	RINES
CRIP2	CRP2
IL31RA	PRO21384
NCKAP1	p125Nap1
SCGB2A1	UGB3
CRISP2	TPX1
MAU2	SCC4
PIP5K1C	LCCS3
SNORA17A	SNORA17
FABP5	KFABP
ISCA2	MMDS4
HIF1A	PASD8
PARP6	pART17
NKRF	NRF
CCDC7	BioT2-C
MEI1	SPATA38
EXOG	ENGL-a
FBLIM1	FBLP1
OLAH	SAST
PITX2	IGDS2
